number,sys_id,short_description,priority,state,assignment_group,assigned_to,opened_by,company,sys_created_on,sys_updated_on,link,age_days
INC0045943,4e29d98a3b897294399d5d0864e45aec,Approval for expenses is not pushing to Accounts Payable audit. Status is still showing not approved even though the approver approved.,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/f8aee6a23b375e10d00f0dc5e4e45ad7"", ""value"": ""f8aee6a23b375e10d00f0dc5e4e45ad7""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/4488562a33779e1001691fa19e5c7bc3"", ""value"": ""4488562a33779e1001691fa19e5c7bc3""}",,2025-11-07 21:43:59,2025-11-14 08:08:03,,
INC0045138,4e38502d3b09f654399d5d0864e45aba,Users Plan Shows -Unassigned in Bluebeam Revu 21,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/cfce26e23b375e10d00f0dc5e4e45adc"", ""value"": ""cfce26e23b375e10d00f0dc5e4e45adc""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/cfce26e23b375e10d00f0dc5e4e45adc"", ""value"": ""cfce26e23b375e10d00f0dc5e4e45adc""}",,2025-11-06 03:43:03,2025-11-14 08:08:04,,
INC0044731,4ea965093bc53254399d5d0864e45a61,"In any MS application, when I click File in the top left, the program either shuts down straight away or it does not respond.",3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/306eb8e53b85e210d00f0dc5e4e45adc"", ""value"": ""306eb8e53b85e210d00f0dc5e4e45adc""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/4c6cc2aa3b3b1e10d00f0dc5e4e45a47"", ""value"": ""4c6cc2aa3b3b1e10d00f0dc5e4e45a47""}",,2025-11-04 20:21:21,2025-11-14 08:08:05,,
INC0044569,4ee6ef703b41be14399d5d0864e45a69,We are unable to access Parent Sharepoint but am able to access child site,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/a3be22e23b375e10d00f0dc5e4e45a71"", ""value"": ""a3be22e23b375e10d00f0dc5e4e45a71""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/0345bf3c3bec6a50d00f0dc5e4e45a1a"", ""value"": ""0345bf3c3bec6a50d00f0dc5e4e45a1a""}",,2025-11-04 11:01:13,2025-11-14 08:08:06,,
INC0013990,4f8ffe3f3b4baa94399d5d0864e45adf,Remote desktop not working,3,1,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/d5573f7c3396e2d001691fa19e5c7b30"", ""value"": ""d5573f7c3396e2d001691fa19e5c7b30""}",,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/e61f1e6e33f79e1001691fa19e5c7b38"", ""value"": ""e61f1e6e33f79e1001691fa19e5c7b38""}",,2025-08-06 05:34:27,2025-11-14 08:08:07,,
INC0045790,4fe587b93b0dfe54399d5d0864e45a6d,Regarding changing of microsoft365 from F3 access to E3 access,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/769c2fad3bdc7690ae6be524c3e45a02"", ""value"": ""769c2fad3bdc7690ae6be524c3e45a02""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/4a88266233fb9e1001691fa19e5c7b1b"", ""value"": ""4a88266233fb9e1001691fa19e5c7b1b""}",,2025-11-07 11:08:21,2025-11-14 08:08:08,,
INC0044188,5005d3e03b0d7a14399d5d0864e45a29,Outlook | Unable to receive one forwarded meeting invites.,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/a62ee6ae333f9e1001691fa19e5c7b0c"", ""value"": ""a62ee6ae333f9e1001691fa19e5c7b0c""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1ffe422633b39e1001691fa19e5c7b63"", ""value"": ""1ffe422633b39e1001691fa19e5c7b63""}",,2025-11-03 14:54:50,2025-11-14 08:08:08,,
INC0046098,507a04623b41fe54ae6be524c3e45ad9,Pipe Data Pro|User unable to open Pipe Data Pro – license expired.,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/645e2e223b375e10d00f0dc5e4e45aed"", ""value"": ""645e2e223b375e10d00f0dc5e4e45aed""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/65c1922a3bbb1e10d00f0dc5e4e45a83"", ""value"": ""65c1922a3bbb1e10d00f0dc5e4e45a83""}",,2025-11-09 05:17:44,2025-11-14 08:08:09,,
INC0044012,50a9bd243b413214ae6be524c3e45a73,Convero App Missing from Desktop,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/ed3f2f5133e8ae5001691fa19e5c7ba9"", ""value"": ""ed3f2f5133e8ae5001691fa19e5c7ba9""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/933012ea33b39e1001691fa19e5c7b42"", ""value"": ""933012ea33b39e1001691fa19e5c7b42""}",,2025-11-03 08:19:57,2025-11-14 08:08:10,,
INC0045718,520e8ab13bc5f654ae6be524c3e45ab6,Outlook || Phishing Email,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/47ce66e23b375e10d00f0dc5e4e45a59"", ""value"": ""47ce66e23b375e10d00f0dc5e4e45a59""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/47ce66e23b375e10d00f0dc5e4e45a59"", ""value"": ""47ce66e23b375e10d00f0dc5e4e45a59""}",,2025-11-07 07:34:20,2025-11-14 08:08:10,,
INC0035779,52209ea83bacba14ae6be524c3e45a45,Voyager Journal template not working,3,1,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/81aa0c4f3b022e10d00f0dc5e4e45aa6"", ""value"": ""81aa0c4f3b022e10d00f0dc5e4e45aa6""}",,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/7971ae6e3bff1e10d00f0dc5e4e45a54"", ""value"": ""7971ae6e3bff1e10d00f0dc5e4e45a54""}",,2025-10-09 13:22:26,2025-11-14 08:08:11,,
INC0041921,525643163bfcb290ae6be524c3e45a69,Laptop | Low disk space issue,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/425d6c093bb02210d00f0dc5e4e45a11"", ""value"": ""425d6c093bb02210d00f0dc5e4e45a11""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/425d6c093bb02210d00f0dc5e4e45a11"", ""value"": ""425d6c093bb02210d00f0dc5e4e45a11""}",,2025-10-27 14:01:09,2025-11-14 08:08:12,,
INC0045994,526d23023b4d3e54ae6be524c3e45aa2,Cannot access Engineer Anywhere,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/7cae2aa23b375e10d00f0dc5e4e45a85"", ""value"": ""7cae2aa23b375e10d00f0dc5e4e45a85""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/e8c22e263b335e10d00f0dc5e4e45a9d"", ""value"": ""e8c22e263b335e10d00f0dc5e4e45a9d""}",,2025-11-08 08:31:28,2025-11-14 08:08:13,,
INC0044955,52f44dd13b097e14ae6be524c3e45aa9,Vendor is not able to access Azolve servers,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/08d472c433502a1001691fa19e5c7b88"", ""value"": ""08d472c433502a1001691fa19e5c7b88""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/d70ce2e2333f9e1001691fa19e5c7bd2"", ""value"": ""d70ce2e2333f9e1001691fa19e5c7bd2""}",,2025-11-05 12:20:39,2025-11-14 08:08:13,,
INC0044839,5307b7493bc5fa14ae6be524c3e45ac6,Auto cad 2020 not working,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/028eae623b375e10d00f0dc5e4e45aa9"", ""value"": ""028eae623b375e10d00f0dc5e4e45aa9""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/ff5796a233779e1001691fa19e5c7b70"", ""value"": ""ff5796a233779e1001691fa19e5c7b70""}",,2025-11-05 06:39:45,2025-11-14 08:08:14,,
INC0023122,532e9a413b3f2610399d5d0864e45a38,Error in submitting Expense claim,4,1,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/81aa0c4f3b022e10d00f0dc5e4e45aa6"", ""value"": ""81aa0c4f3b022e10d00f0dc5e4e45aa6""}",,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/f226aea63b735e10d00f0dc5e4e45a2d"", ""value"": ""f226aea63b735e10d00f0dc5e4e45a2d""}",,2025-09-03 20:53:44,2025-11-14 08:08:16,,
INC0022288,542de0a83bf322d0ae6be524c3e45afd,P4|AMCT|Houston|Internet issue,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/dcbea262337f9e1001691fa19e5c7b87"", ""value"": ""dcbea262337f9e1001691fa19e5c7b87""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/dcbea262337f9e1001691fa19e5c7b87"", ""value"": ""dcbea262337f9e1001691fa19e5c7b87""}",,2025-09-01 23:22:09,2025-11-14 08:08:17,,
INC0039863,545788e03bb07a10ae6be524c3e45a24,Hardware|Windows Program Compatibility Assistant Popup,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/7cae2aa23b375e10d00f0dc5e4e45a85"", ""value"": ""7cae2aa23b375e10d00f0dc5e4e45a85""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/ec9156a233f39e1001691fa19e5c7b64"", ""value"": ""ec9156a233f39e1001691fa19e5c7b64""}",,2025-10-21 13:42:23,2025-11-14 08:08:17,,
INC0046175,548735882b59f21061defd32ce91bfcb,Issue with Ansible Integration on - RITM0067926,4,1,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/0f748ee533fcea1001691fa19e5c7b5b"", ""value"": ""0f748ee533fcea1001691fa19e5c7b5b""}",,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/system"", ""value"": ""system""}",,2025-11-14 05:01:45,2025-11-14 08:08:18,,
INC0046035,55202d5a3b4d7e54ae6be524c3e45a75,"High latency from Asia sites to the UK, causing service impact due to a cable cut between Asia and the UK, resulting in latency and packet loss issues.",4,3,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/8b748ee533fcea1001691fa19e5c7b74"", ""value"": ""8b748ee533fcea1001691fa19e5c7b74""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/de8eee623b375e10d00f0dc5e4e45a18"", ""value"": ""de8eee623b375e10d00f0dc5e4e45a18""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/de8eee623b375e10d00f0dc5e4e45a18"", ""value"": ""de8eee623b375e10d00f0dc5e4e45a18""}",,2025-11-08 16:52:00,2025-11-14 08:08:19,,
INC0011299,5577f3913b0722d0399d5d0864e45aa2,Can not remote desktop into this app -the logon attempt failed,3,1,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/d5573f7c3396e2d001691fa19e5c7b30"", ""value"": ""d5573f7c3396e2d001691fa19e5c7b30""}",,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/299c1aee33b79e1001691fa19e5c7bcc"", ""value"": ""299c1aee33b79e1001691fa19e5c7bcc""}",,2025-07-29 15:17:20,2025-11-14 08:08:20,,
INC0021103,5603ec8f3b2fe650ae6be524c3e45a60,'Next' button does not produce results when searching docstore - Replacement for INC2966089,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/d870ca693bb4a210d00f0dc5e4e45a89"", ""value"": ""d870ca693bb4a210d00f0dc5e4e45a89""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/46adca2e33739e1001691fa19e5c7b2f"", ""value"": ""46adca2e33739e1001691fa19e5c7b2f""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/0c1e6aee3bf35e10d00f0dc5e4e45a8a"", ""value"": ""0c1e6aee3bf35e10d00f0dc5e4e45a8a""}",,2025-08-28 06:52:16,2025-11-14 08:08:21,,
INC0037987,56a198ee3be0b218399d5d0864e45a98,P3|APAC|CN.SH.Shanghai.4.SZPE|Accounts and Access| User need Access for the Email,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/3a9cab613bd036d0399d5d0864e45ac7"", ""value"": ""3a9cab613bd036d0399d5d0864e45ac7""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/3a9cab613bd036d0399d5d0864e45ac7"", ""value"": ""3a9cab613bd036d0399d5d0864e45ac7""}",,2025-10-15 09:14:30,2025-11-14 08:08:23,,
INC0016132,56b9abb53b57ae10ae6be524c3e45ad4,Cannot log-into system - SSO not working and does not accept the domain password,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/1157b7303b926650d00f0dc5e4e45a71"", ""value"": ""1157b7303b926650d00f0dc5e4e45a71""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/dd312a2e3bff1e10d00f0dc5e4e45a45"", ""value"": ""dd312a2e3bff1e10d00f0dc5e4e45a45""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/4f7f86ea3b7b1e10d00f0dc5e4e45a75"", ""value"": ""4f7f86ea3b7b1e10d00f0dc5e4e45a75""}",,2025-08-12 13:45:42,2025-11-14 08:08:23,,
INC0032929,5799d7353bdc3a90ae6be524c3e45a61,NVIDIA OpenGL Driver,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/d870ca693bb4a210d00f0dc5e4e45a89"", ""value"": ""d870ca693bb4a210d00f0dc5e4e45a89""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/46adca2e33739e1001691fa19e5c7b2f"", ""value"": ""46adca2e33739e1001691fa19e5c7b2f""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/93002ea2333b9e1001691fa19e5c7beb"", ""value"": ""93002ea2333b9e1001691fa19e5c7beb""}",,2025-10-01 05:55:37,2025-11-14 08:08:24,,
INC0045622,57f544f13b8d3e54399d5d0864e45a57,"SCUS1-avdb01 Launcher is pointing to UK, and Designers are unable to see latest installation of E3D design 3.1.10",3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/f8aee6a23b375e10d00f0dc5e4e45ad7"", ""value"": ""f8aee6a23b375e10d00f0dc5e4e45ad7""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/50cd0e623b7b1e10d00f0dc5e4e45a5a"", ""value"": ""50cd0e623b7b1e10d00f0dc5e4e45a5a""}",,2025-11-06 21:03:03,2025-11-14 08:08:25,,
INC0044361,58288abc3b017614ae6be524c3e45a8f,Solarwinds alert|P4|APAC | BNE01 | Brisbane | Australia|Memory Utilization Alert: edc02-vh1.global.amec.com Memory Usage Reached 90 %,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/e4e40aa13bf4a210d00f0dc5e4e45a6e"", ""value"": ""e4e40aa13bf4a210d00f0dc5e4e45a6e""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/af6eaeee333f9e1001691fa19e5c7bc1"", ""value"": ""af6eaeee333f9e1001691fa19e5c7bc1""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/af6eaeee333f9e1001691fa19e5c7bc1"", ""value"": ""af6eaeee333f9e1001691fa19e5c7bc1""}",,2025-11-04 03:56:04,2025-11-14 08:08:25,,
INC0045719,582e0ef53b05be54399d5d0864e45af4,Unable to login intranet portal with existing password,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/959ee2a23b375e10d00f0dc5e4e45a08"", ""value"": ""959ee2a23b375e10d00f0dc5e4e45a08""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/4e15aaae337b9e1001691fa19e5c7bf7"", ""value"": ""4e15aaae337b9e1001691fa19e5c7bf7""}",,2025-11-07 06:56:05,2025-11-14 08:08:26,,
INC0044157,585ef2ac3b81b214ae6be524c3e45a3d,Signatures in Attachments missing post compiling signed documents and pdf preview is not shown while clicking on the document.,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/a85e6e223b375e10d00f0dc5e4e45ad9"", ""value"": ""a85e6e223b375e10d00f0dc5e4e45ad9""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/d1fa1eaa3b7f1e10d00f0dc5e4e45a9a"", ""value"": ""d1fa1eaa3b7f1e10d00f0dc5e4e45a9a""}",,2025-11-03 13:22:23,2025-11-14 08:08:27,,
INC0043525,5875ab6b3bbc3ad0ae6be524c3e45a3a,I need access to the area or Reward (as per link below),4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/c28ea622337f9e1001691fa19e5c7bad"", ""value"": ""c28ea622337f9e1001691fa19e5c7bad""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/7f1d4a6a33739e1001691fa19e5c7bd2"", ""value"": ""7f1d4a6a33739e1001691fa19e5c7bd2""}",,2025-10-31 13:31:14,2025-11-14 08:08:28,,
INC0039636,5955259c3b30f610399d5d0864e45a62,Bluebeam | User is unable to sign in the Bluebeam ,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/968eee623b375e10d00f0dc5e4e45a25"", ""value"": ""968eee623b375e10d00f0dc5e4e45a25""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/968eee623b375e10d00f0dc5e4e45a25"", ""value"": ""968eee623b375e10d00f0dc5e4e45a25""}",,2025-10-21 01:49:27,2025-11-14 08:08:29,,
INC0021076,59a554c33baf6a10399d5d0864e45a33,Problems with deleting revisions \ wrong version becoming superseeded in docstore. - Replacement for INC2792922,4,1,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/d870ca693bb4a210d00f0dc5e4e45a89"", ""value"": ""d870ca693bb4a210d00f0dc5e4e45a89""}",,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/46adca2e33739e1001691fa19e5c7b2f"", ""value"": ""46adca2e33739e1001691fa19e5c7b2f""}",,2025-08-28 05:47:24,2025-11-14 08:08:29,,
INC0045162,59db2ca13b053254ae6be524c3e45a81,Potential phishing email,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/e59ee2a23b375e10d00f0dc5e4e45a5f"", ""value"": ""e59ee2a23b375e10d00f0dc5e4e45a5f""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/863662e63b735e10d00f0dc5e4e45a87"", ""value"": ""863662e63b735e10d00f0dc5e4e45a87""}",,2025-11-06 05:08:52,2025-11-14 08:08:30,,
INC0041936,5a00db123bb0f290ae6be524c3e45a9a,"Laptop is very slow, cannot connect to servers",4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/f7bee662337f9e1001691fa19e5c7b95"", ""value"": ""f7bee662337f9e1001691fa19e5c7b95""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/2764eeaa337b9e1001691fa19e5c7bf0"", ""value"": ""2764eeaa337b9e1001691fa19e5c7bf0""}",,2025-10-27 14:49:12,2025-11-14 08:08:31,,
INC0044813,5a13abc13b4d7254399d5d0864e45a63,Damaged Laptop,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/3e7eaa623b375e10d00f0dc5e4e45a30"", ""value"": ""3e7eaa623b375e10d00f0dc5e4e45a30""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/bdf526e233bb9e1001691fa19e5c7b60"", ""value"": ""bdf526e233bb9e1001691fa19e5c7b60""}",,2025-11-05 05:11:44,2025-11-14 08:08:32,,
INC0011591,5a697bed3b87e2d0ae6be524c3e45a39,Remote Desktop connecting Issue,3,1,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/d5573f7c3396e2d001691fa19e5c7b30"", ""value"": ""d5573f7c3396e2d001691fa19e5c7b30""}",,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/d50d5e663bbf1e10d00f0dc5e4e45aa4"", ""value"": ""d50d5e663bbf1e10d00f0dc5e4e45aa4""}",,2025-07-30 10:02:45,2025-11-14 08:08:33,,
INC0045908,5ad2a4863b89ba54ae6be524c3e45aac,AGI32 20 | Error while launching an application,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/dede6ae23b375e10d00f0dc5e4e45a86"", ""value"": ""dede6ae23b375e10d00f0dc5e4e45a86""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/dede6ae23b375e10d00f0dc5e4e45a86"", ""value"": ""dede6ae23b375e10d00f0dc5e4e45a86""}",,2025-11-07 17:55:40,2025-11-14 08:08:34,,
INC0046116,5ae870623bc9fe54ae6be524c3e45a9e,Solarwinds Alert | P4| EMEA | BSG01 | GQ | Paseo Maritimo | CPU Utilization Alert: bsg01-vh01.woodplc.net CPU Load Reached 95 %,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/e4e40aa13bf4a210d00f0dc5e4e45a6e"", ""value"": ""e4e40aa13bf4a210d00f0dc5e4e45a6e""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1ede6ae23b375e10d00f0dc5e4e45a48"", ""value"": ""1ede6ae23b375e10d00f0dc5e4e45a48""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1ede6ae23b375e10d00f0dc5e4e45a48"", ""value"": ""1ede6ae23b375e10d00f0dc5e4e45a48""}",,2025-11-09 08:39:04,2025-11-14 08:08:35,,
INC0043770,5b00cf4c3b41f214399d5d0864e45ace,SolarWinds Alert| P4|APAC | KUL3 | Jalan Ampang | MY| Storage - Trap Alerts - P2 - on  kul3-san1.global.amec.com,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/e4e40aa13bf4a210d00f0dc5e4e45a6e"", ""value"": ""e4e40aa13bf4a210d00f0dc5e4e45a6e""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/4d4e2a223b375e10d00f0dc5e4e45aa6"", ""value"": ""4d4e2a223b375e10d00f0dc5e4e45aa6""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/4d4e2a223b375e10d00f0dc5e4e45aa6"", ""value"": ""4d4e2a223b375e10d00f0dc5e4e45aa6""}",,2025-11-02 00:04:49,2025-11-14 08:08:36,,
INC0040696,5b99a2c53bbcf250ae6be524c3e45aeb,"My laptop is unable to charge, the battery is expanding, and the mouse pad is elevated.  Laptop Name 8TSQTT2",3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/c14e22ee333f9e1001691fa19e5c7b22"", ""value"": ""c14e22ee333f9e1001691fa19e5c7b22""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/520f4e2a3b7b1e10d00f0dc5e4e45ad8"", ""value"": ""520f4e2a3b7b1e10d00f0dc5e4e45ad8""}",,2025-10-23 14:45:49,2025-11-14 08:08:37,,
